20050118:1410,16.0,9.67,-1.4,5.86,0.0
20050118:1510,5.0,2.07,-1.8,5.38,0.0
20050118:1610,0.0,0.0,-2.35,5.66,0.0
20050118:1710,0.0,0.0,-2.51,5.59,0.0
20050118:1810,0.0,0.0,-2.51,5.24,0.0
20050118:1910,0.0,0.0,-3.76,4.76,0.0
20050118:2010,0.0,0.0,-3.91,5.1,0.0
20050118:2110,0.0,0.0,-3.97,4.62,0.0
20050118:2210,0.0,0.0,-4.01,3.86,0.0
20050118:2310,0.0,0.0,-3.96,1.93,0.0
20050119:0010,0.0,0.0,-3.92,0.83,0.0
20050119:0110,0.0,0.0,-3.86,0.83,0.0
20050119:0210,0.0,0.0,-3.96,1.31,0.0
20050119:0310,0.0,0.0,-3.69,1.45,0.0
20050119:0410,0.0,0.0,-3.28,1.72,0.0
20050119:0510,0.0,0.0,-2.59,2.0,0.0
20050119:0610,0.0,0.0,-1.99,2.55,0.0
20050119:0710,0.0,0.0,-2.68,1.66,0.0
20050119:0810,60.0,11.14,-1.31,2.0,0.0
20050119:0910,117.0,16.81,1.0,2.41,0.0
20050119:1010,88.0,20.36,2.66,3.52,0.0
20050119:1110,135.0,21.43,3.55,4.48,0.0
20050119:1210,198.0,19.88,4.14,5.03,0.0
20050119:1310,187.0,15.91,4.35,4.9,0.0
20050119:1410,179.01,9.88,3.99,4.55,0.0
20050119:1510,25.0,2.29,2.96,4.21,0.0
20050119:1610,0.0,0.0,1.66,3.86,0.0
20050119:1710,0.0,0.0,1.11,4.07,0.0
20050119:1810,0.0,0.0,0.97,4.62,0.0
20050119:1910,0.0,0.0,0.92,3.79,0.0
20050119:2010,0.0,0.0,0.58,4.0,0.0
20050119:2110,0.0,0.0,0.36,4.21,0.0
20050119:2210,0.0,0.0,0.13,4.34,0.0
20050119:2310,0.0,0.0,0.04,4.48,0.0
20050120:0010,0.0,0.0,0.0,4.48,0.0
20050120:0110,0.0,0.0,0.03,4.48,0.0
20050120:0210,0.0,0.0,0.01,4.41,0.0
20050120:0310,0.0,0.0,-0.01,4.34,0.0
20050120:0410,0.0,0.0,-0.08,4.14,0.0
20050120:0510,0.0,0.0,-0.15,3.66,0.0
20050120:0610,0.0,0.0,-0.52,2.9,0.0
20050120:0710,0.0,0.0,-0.65,2.9,0.0
20050120:0810,18.0,11.29,1.07,3.79,0.0
20050120:0910,30.0,16.99,2.6,4.48,0.0
20050120:1010,48.0,20.56,3.25,4.07,0.0
20050120:1110,38.0,21.64,4.16,4.14,0.0
20050120:1210,52.0,20.11,6.03,5.24,0.0
20050120:1310,33.0,16.13,6.2,5.93,0.0
20050120:1410,55.0,10.11,6.28,7.03,0.0
20050120:1510,11.0,2.5,6.41,7.52,0.0
20050120:1610,0.0,0.0,6.4,7.59,0.0
20050120:1710,0.0,0.0,6.48,7.66,0.0
20050120:1810,0.0,0.0,6.38,7.38,0.0
20050120:1910,0.0,0.0,6.17,7.45,0.0
20050120:2010,0.0,0.0,6.26,7.17,0.0
20050120:2110,0.0,0.0,6.68,7.79,0.0
20050120:2210,0.0,0.0,7.14,8.07,0.0
20050120:2310,0.0,0.0,7.28,8.34,0.0
20050121:0010,0.0,0.0,7.33,9.59,0.0
20050121:0110,0.0,0.0,7.25,10.14,0.0
20050121:0210,0.0,0.0,7.13,9.66,0.0
20050121:0310,0.0,0.0,6.68,8.62,0.0
20050121:0410,0.0,0.0,6.34,7.72,0.0
20050121:0510,0.0,0.0,5.67,6.48,0.0
20050121:0610,0.0,0.0,4.96,5.38,0.0
20050121:0710,0.0,0.0,4.65,4.83,0.0
20050121:0810,20.0,11.45,4.76,5.93,0.0
20050121:0910,109.0,17.17,5.14,6.62,0.0
20050121:1010,241.0,20.77,5.47,7.31,0.0
20050121:1110,71.0,21.86,5.34,6.14,0.0
20050121:1210,32.0,20.34,6.09,7.17,0.0
20050121:1310,210.0,16.36,5.33,6.28,0.0
20050121:1410,199.01,10.33,4.69,7.17,0.0
20050121:1510,33.0,2.72,4.27,6.34,0.0
20050121:1610,0.0,0.0,3.66,6.21,0.0
20050121:1710,0.0,0.0,3.11,5.86,0.0
20050121:1810,0.0,0.0,2.64,6.0,0.0
20050121:1910,0.0,0.0,2.4,6.48,0.0
20050121:2010,0.0,0.0,2.43,6.83,0.0
20050121:2110,0.0,0.0,2.52,7.17,0.0
20050121:2210,0.0,0.0,2.46,7.31,0.0
20050121:2310,0.0,0.0,2.3,7.24,0.0
20050122:0010,0.0,0.0,2.04,7.1,0.0
20050122:0110,0.0,0.0,1.86,7.1,0.0
20050122:0210,0.0,0.0,1.66,7.1,0.0
20050122:0310,0.0,0.0,1.51,7.03,0.0
20050122:0410,0.0,0.0,1.36,6.97,0.0
20050122:0510,0.0,0.0,1.23,6.69,0.0
20050122:0610,0.0,0.0,1.13,6.76,0.0
20050122:0710,0.0,0.0,1.34,6.97,0.0
20050122:0810,132.01,11.62,1.82,7.59,0.0
20050122:0910,217.01,17.36,2.39,7.86,0.0
